nome_cliente,status_conta,duracao_meses,historico_credito,finalidade,valor,poupanca,tempo_emprego,taxa_parcela,estado_civil_sexo,outros_devedores,tempo_residencia,propriedade,idade,outros_planos,moradia,num_creditos,trabalho,dependentes,telefone,trabalhador_estrangeiro,risco_credito
Roberto Ferreira Neto,Saldo < R$500,21,existing credits paid back duly till now,Eletrodomésticos,4587,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,25,none,Própria,2,Emprego qualificado,1,yes,yes,0
Miguel Andrade Lacerda,Sem conta corrente,24,critical account/other credits existing,Carro usado,9670,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,2,car or other,41,none,Alugada,2,Outros,1,yes,yes,1
Roberto Leite Macedo,Sem conta corrente,12,existing credits paid back duly till now,Eletrônicos,4420,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,24,none,Alugada,1,Emprego não qualificado,1,no,yes,1
Yuri Morais Guimarães,Outros,10,critical account/other credits existing,Carro novo,1952,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,63,none,Cedida,2,Emprego qualificado,1,yes,yes,1
Antônio Pinto Castro,Saldo entre R$500 e R$1000,18,existing credits paid back duly till now,Eletrônicos,4810,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,3,real estate,27,none,Alugada,1,Emprego qualificado,1,no,yes,0
Arthur Paiva Fernandes,Saldo < R$500,12,critical account/other credits existing,Carro novo,5302,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,30,none,Própria,2,Emprego qualificado,1,no,yes,1
Vinícius Macedo Assis,Saldo < R$500,12,existing credits paid back duly till now,Eletrodomésticos,1752,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,Própria,1,Emprego não qualificado,1,no,yes,1
Caio Paiva Bezerra,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Outros,1597,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,30,none,Própria,1,Emprego qualificado,1,no,yes,0
Henrique Pinto Teixeira,Saldo entre R$500 e R$1000,12,critical account/other credits existing,Carro usado,4650,... < 100 DM,unemployed,4,male : single,none,2,car or other,34,none,Própria,2,Outros,1,yes,yes,1
Carlos Nascimento Fraga,Saldo < R$500,12,critical account/other credits existing,Carro novo,8747,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,co-applicant,2,real estate,29,none,Própria,2,Emprego qualificado,1,no,yes,0
Guilherme Santos Goulart,Saldo entre R$500 e R$1000,48,existing credits paid back duly till now,Carro novo,21217,unknown/no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,24,none,Própria,1,Emprego qualificado,1,no,yes,1
Daniel Neves Lima,Saldo < R$500,36,delay in paying off in the past,Educação,17217,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,29,stores,Própria,1,Emprego qualificado,1,yes,yes,0
César Monteiro Moraes,Sem conta corrente,15,existing credits paid back duly till now,Eletrônicos,6770,... < 100 DM,... < 1 year,2,male : single,none,3,building society savings agreement/life insurance,27,bank,Própria,2,Emprego não qualificado,1,no,yes,1
Igor Nunes Neto,Sem conta corrente,18,existing credits paid back duly till now,Eletrônicos,4960,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,47,bank,Cedida,2,Emprego qualificado,1,no,yes,1
Renato Moreira Andrade,Sem conta corrente,60,existing credits paid back duly till now,Eletrodomésticos,25360,100 <= ... < 500 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,21,none,Própria,1,Emprego qualificado,1,yes,yes,1
Felipe Fogaça Alves,Sem conta corrente,12,critical account/other credits existing,Eletrodomésticos,3100,unknown/no savings account,... >= 7 years,4,female : divorced/separated/married,none,2,real estate,38,none,Própria,2,Emprego qualificado,1,yes,yes,1
Nathan Reis Campos,Sem conta corrente,27,delay in paying off in the past,Carro usado,21532,... >= 1000 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,27,none,Própria,2,Emprego qualificado,1,no,yes,1
Fernando Brito Pereira,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Eletrodomésticos,1915,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,3,real estate,66,none,Própria,1,Emprego não qualificado,1,no,yes,0
Bruno Carvalho Amaral,Saldo entre R$500 e R$1000,15,critical account/other credits existing,Eletrodomésticos,6820,unknown/no savings account,4 <= ... < 7 years,4,male : single,guarantor,2,real estate,35,bank,Própria,3,Emprego qualificado,1,yes,yes,1
Luiz Almeida Kruger,Outros,12,existing credits paid back duly till now,Eletrodomésticos,4702,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,car or other,44,none,Alugada,1,Emprego não qualificado,1,yes,yes,1
Ícaro Pinto Castro,Outros,6,existing credits paid back duly till now,Carro novo,1772,... >= 1000 DM,... < 1 year,2,male : married/widowed,none,2,real estate,27,none,Própria,1,Outros,1,no,no,1
Breno Carneiro Cavalcanti,Saldo entre R$500 e R$1000,36,existing credits paid back duly till now,Eletrodomésticos,11987,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,unknown/no property,30,none,Própria,1,Outros,1,yes,yes,1
Vinícius Xavier Guimarães,Saldo < R$500,27,existing credits paid back duly till now,Eletrodomésticos,8540,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,car or other,27,none,Própria,1,Outros,1,no,yes,1
Augusto Dias Xavier,Saldo < R$500,18,existing credits paid back duly till now,Eletrônicos,6155,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,22,none,Própria,1,Emprego qualificado,1,no,yes,0
Caio Carneiro Correa,Sem conta corrente,21,critical account/other credits existing,Eletrônicos,5720,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,23,none,Própria,1,Emprego qualificado,1,yes,yes,1
Wagner Medeiros Maia,Saldo entre R$500 e R$1000,48,all credits at this bank paid back duly,Outros,8915,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,2,car or other,30,none,Própria,1,Emprego qualificado,1,no,yes,1
Mateus Assis Fogaça,Saldo < R$500,6,critical account/other credits existing,Carro novo,2150,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown/no property,39,none,Própria,2,Emprego qualificado,1,yes,yes,1
Marcos Leite Fogaça,Sem conta corrente,12,critical account/other credits existing,Carro novo,1705,100 <= ... < 500 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,car or other,51,none,Própria,2,Emprego qualificado,1,yes,yes,1
Carlos Duarte Ferreira,Saldo < R$500,36,critical account/other credits existing,Eletrônicos,13427,... < 100 DM,1 <= ... < 4 years,3,male : single,guarantor,2,building society savings agreement/life insurance,28,none,Própria,2,Emprego qualificado,1,no,yes,1
Jorge Neto Franco,Sem conta corrente,18,critical account/other credits existing,Eletrodomésticos,3955,... >= 1000 DM,... >= 7 years,4,male : single,none,4,car or other,46,none,Própria,2,Emprego qualificado,1,no,yes,1
Benjamin Dantas Lopes,Sem conta corrente,6,existing credits paid back duly till now,Eletrodomésticos,3365,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,unknown/no property,42,bank,Cedida,1,Emprego qualificado,2,yes,yes,1
Felipe Freitas Vieira,Sem conta corrente,10,existing credits paid back duly till now,Eletrodomésticos,4810,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,building society savings agreement/life insurance,38,none,Própria,1,Emprego qualificado,1,yes,no,1
Daniel Guimarães Vieira,Outros,36,existing credits paid back duly till now,Eletrodomésticos,14620,... < 100 DM,1 <= ... < 4 years,4,male : single,none,1,car or other,24,none,Própria,1,Emprego qualificado,1,no,yes,1
Caio Franco Goulart,Saldo entre R$500 e R$1000,24,critical account/other credits existing,Carro usado,19395,... >= 1000 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown/no property,29,none,Alugada,1,Emprego qualificado,1,no,yes,1
Lucas Mello Nascimento,Saldo entre R$500 e R$1000,24,delay in paying off in the past,Outros,17417,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,36,none,Alugada,1,Outros,1,yes,yes,1
Luiz Ribeiro Silva,Saldo < R$500,12,existing credits paid back duly till now,Eletrônicos,3205,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,20,none,Alugada,1,Emprego qualificado,1,no,yes,0
Caio Silva Coelho,Saldo < R$500,9,critical account/other credits existing,Outros,3220,100 <= ... < 500 DM,... >= 7 years,3,male : single,guarantor,4,real estate,48,none,Própria,2,Emprego qualificado,2,no,no,1
Fabio Fonseca Silva,Saldo < R$500,12,all credits at this bank paid back duly,Outros,847,... < 100 DM,... >= 7 years,4,male : married/widowed,none,1,car or other,45,bank,Própria,1,Emprego não qualificado,1,no,yes,1
Bruno Tavares Siqueira,Saldo entre R$500 e R$1000,24,existing credits paid back duly till now,Carro novo,8780,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,car or other,38,bank,Própria,2,Emprego qualificado,1,yes,yes,1
Breno Farias Dias,Sem conta corrente,6,critical account/other credits existing,Eletrodomésticos,4745,unknown/no savings account,1 <= ... < 4 years,1,male : single,none,2,real estate,34,none,Própria,2,Emprego não qualificado,2,no,yes,1
Dante Amaral Nunes,Sem conta corrente,24,critical account/other credits existing,Eletrodomésticos,7180,100 <= ... < 500 DM,... >= 7 years,3,male : single,none,4,real estate,36,none,Própria,1,Emprego qualificado,2,yes,yes,1
Bruno Cavalcanti Carneiro,Sem conta corrente,18,critical account/other credits existing,Carro novo,2637,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,30,none,Própria,2,Emprego qualificado,1,no,yes,1
Nathan Mendes Veloso,Sem conta corrente,15,existing credits paid back duly till now,Outros,3155,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/life insurance,36,none,Própria,2,Emprego qualificado,1,yes,yes,1
Anthony Teixeira Lobato,Saldo entre R$500 e R$1000,10,existing credits paid back duly till now,Carro novo,18270,... < 100 DM,unemployed,2,male : single,none,4,unknown/no property,70,bank,Cedida,1,Outros,1,yes,yes,1
Augusto Farias Amaral,Sem conta corrente,36,existing credits paid back duly till now,Carro novo,2272,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,36,none,Própria,1,Emprego qualificado,1,no,yes,1
Bruno Goulart Monteiro,Sem conta corrente,6,existing credits paid back duly till now,Eletrônicos,7445,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : single,none,2,car or other,32,none,Própria,1,Emprego qualificado,1,yes,yes,1
Antônio Moraes Novaes,Saldo < R$500,18,existing credits paid back duly till now,Eletrônicos,2827,... < 100 DM,unemployed,4,female : divorced/separated/married,none,2,car or other,33,none,Própria,1,Emprego qualificado,1,no,yes,0
Arthur Lobato Nascimento,Saldo entre R$500 e R$1000,11,existing credits paid back duly till now,Eletrônicos,3942,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,1,real estate,20,none,Própria,1,Emprego qualificado,1,no,yes,1
Paulo Farias Novaes,Sem conta corrente,24,existing credits paid back duly till now,Eletrônicos,9930,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,25,none,Alugada,1,Emprego qualificado,1,yes,yes,1
Davi Dantas Macedo,Saldo entre R$500 e R$1000,24,critical account/other credits existing,Outros,4837,... < 100 DM,... >= 7 years,4,male : divorced/separated,none,4,real estate,31,none,Própria,2,Emprego qualificado,1,yes,yes,0
Paulo Vieira Xavier,Saldo < R$500,15,no credits taken/all credits paid back duly,Carro novo,2375,... < 100 DM,... >= 7 years,4,male : single,none,3,car or other,33,none,Alugada,2,Emprego qualificado,2,no,yes,0
João Farias Souza,Sem conta corrente,12,existing credits paid back duly till now,Eletrônicos,1907,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,real estate,26,none,Própria,1,Emprego qualificado,1,yes,yes,1
Bruno Andrade Rabelo,Saldo entre R$500 e R$1000,24,delay in paying off in the past,Eletrônicos,5160,... < 100 DM,unemployed,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,34,none,Própria,1,Outros,1,yes,yes,0
José Kruger Pinto,Saldo entre R$500 e R$1000,8,existing credits paid back duly till now,Eletrodomésticos,3535,... < 100 DM,1 <= ... < 4 years,4,male : single,guarantor,2,real estate,33,none,Própria,1,Emprego qualificado,1,no,no,1
José Andrade Ribeiro,Saldo < R$500,21,delay in paying off in the past,Educação,8535,... < 100 DM,... < 1 year,2,male : single,none,1,building society savings agreement/life insurance,26,none,Própria,2,Emprego qualificado,1,no,yes,0
Renato Cruz Neves,Sem conta corrente,30,all credits at this bank paid back duly,Carro usado,18712,unknown/no savings account,unemployed,4,female : divorced/separated/married,none,1,real estate,53,bank,Própria,1,Outros,1,yes,yes,0
Arthur Tavares Cavalcanti,Saldo < R$500,12,existing credits paid back duly till now,Eletrônicos,6442,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,none,1,car or other,42,none,Própria,1,Emprego qualificado,1,no,yes,1
César Ribeiro Paiva,Saldo < R$500,6,critical account/other credits existing,Eletrodomésticos,845,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,car or other,52,none,Própria,2,Emprego qualificado,1,no,yes,1
Ryan Neves Araújo,Sem conta corrente,12,existing credits paid back duly till now,Eletrodomésticos,4907,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,car or other,31,none,Alugada,2,Outros,2,yes,yes,1
Cauã Braga Borges,Saldo < R$500,21,critical account/other credits existing,Carro novo,1427,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,65,none,Própria,2,Emprego qualificado,1,no,yes,1
Alexandre Martins Ribeiro,Sem conta corrente,36,delay in paying off in the past,Outros,23930,... < 100 DM,... < 1 year,1,male : divorced/separated,none,1,car or other,28,none,Própria,2,Emprego qualificado,1,no,yes,0
Roberto Santos Cruz,Saldo entre R$500 e R$1000,36,delay in paying off in the past,Outros,11137,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,none,2,real estate,30,stores,Própria,2,Outros,1,yes,yes,0
Luiz Torres Goulart,Saldo < R$500,21,all credits at this bank paid back duly,Carro novo,4117,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,40,none,Própria,2,Emprego não qualificado,2,no,yes,0
Marcos Lacerda Nunes,Sem conta corrente,24,critical account/other credits existing,Eletrônicos,9442,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,50,none,Própria,1,Emprego qualificado,1,yes,yes,1
Cauã Goulart Coelho,Saldo entre R$500 e R$1000,18,critical account/other credits existing,Carro novo,2210,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,36,bank,Própria,1,Emprego qualificado,2,yes,yes,0
Lucas Duarte Xavier,Sem conta corrente,15,critical account/other credits existing,Eletrodomésticos,3400,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,31,none,Própria,2,Emprego qualificado,1,no,yes,1
Kaique Mendes Reis,Saldo entre R$500 e R$1000,9,all credits at this bank paid back duly,Carro usado,12822,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown/no property,74,bank,Cedida,1,Outros,2,yes,yes,0
Marcos Rocha Reis,Saldo entre R$500 e R$1000,16,critical account/other credits existing,Carro novo,2937,... < 100 DM,unemployed,2,male : single,none,3,car or other,68,none,Cedida,3,Outros,1,yes,yes,1
Paulo Pacheco Andrade,Saldo < R$500,12,existing credits paid back duly till now,Eletrodomésticos,1685,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,none,1,building society savings agreement/life insurance,20,none,Própria,1,Emprego qualificado,1,no,yes,0
